Contract,Category,Clause_Text
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,"Highlight the parts (if any) of this contract related to ""Renewal Term"" that should be reviewed by a lawyer. Details: What is the renewal term after the initial term expires? This includes automatic extensions and unilateral extensions with prior notice.","Exhibit 4.46     6 rue Adolphe Fischer L-1520 Luxembourg Luxembourg





CO-BRANDING AGREEMENT

THIS CO-BRANDING AGREEMENT (this ""Agreement""), entered into on the 22nd day of August 2005 and effective"
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,"Highlight the parts (if any) of this contract related to ""Notice Period To Terminate Renewal"" that should be reviewed by a lawyer. Details: What is the notice period required to terminate renewal?","Exhibit 4.46     6 rue Adolphe Fischer L-1520 Luxembourg Luxembourg





CO-BRANDING AGREEMENT

THIS CO-BRANDING AGREEMENT (this ""Agreement""), entered into on the 22nd day of August 2005 and effective"
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,"Highlight the parts (if any) of this contract related to ""Governing Law"" that should be reviewed by a lawyer. Details: Which state/country's law governs the interpretation of the contract?","Exhibit 4.46     6 rue Adolphe Fischer L-1520 Luxembourg Luxembourg





CO-BRANDING AGREEMENT

THIS CO-BRANDING AGREEMENT (this ""Agreement""), entered into on the 22nd day of August 2005 and effective"
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,"Highlight the parts (if any) of this contract related to ""Most Favored Nation"" that should be reviewed by a lawyer. Details: Is there a clause that if a third party gets better terms on the licensing or sale of technology/goods/services described in the contract, the buyer of such technology/goods/services under the contract shall be entitled to those better terms?","Exhibit 4.46     6 rue Adolphe Fischer L-1520 Luxembourg Luxembourg





CO-BRANDING AGREEMENT

THIS CO-BRANDING AGREEMENT (this ""Agreement""), entered into on the 22nd day of August 2005 and effective"
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,"Highlight the parts (if any) of this contract related to ""Non-Compete"" that should be reviewed by a lawyer. Details: Is there a restriction on the ability of a party to compete with the counterparty or operate in a certain geography or business or technology sector? ","Exhibit 4.46     6 rue Adolphe Fischer L-1520 Luxembourg Luxembourg





CO-BRANDING AGREEMENT

THIS CO-BRANDING AGREEMENT (this ""Agreement""), entered into on the 22nd day of August 2005 and effective"
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,"Highlight the parts (if any) of this contract related to ""Exclusivity"" that should be reviewed by a lawyer. Details: Is there an exclusive dealing  commitment with the counterparty? This includes a commitment to procure all “requirements” from one party of certain technology, goods, or services or a prohibition on licensing or selling technology, goods or services to third parties, or a prohibition on  collaborating or working with other parties), whether during the contract or  after the contract ends (or both).","Exhibit 4.46     6 rue Adolphe Fischer L-1520 Luxembourg Luxembourg





CO-BRANDING AGREEMENT

THIS CO-BRANDING AGREEMENT (this ""Agreement""), entered into on the 22nd day of August 2005 and effective"
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,"Highlight the parts (if any) of this contract related to ""No-Solicit Of Customers"" that should be reviewed by a lawyer. Details: Is a party restricted from contracting or soliciting customers or partners of the counterparty, whether during the contract or after the contract ends (or both)?","Exhibit 4.46     6 rue Adolphe Fischer L-1520 Luxembourg Luxembourg





CO-BRANDING AGREEMENT

THIS CO-BRANDING AGREEMENT (this ""Agreement""), entered into on the 22nd day of August 2005 and effective"
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,"Highlight the parts (if any) of this contract related to ""Competitive Restriction Exception"" that should be reviewed by a lawyer. Details: This category includes the exceptions or carveouts to Non-Compete, Exclusivity and No-Solicit of Customers above.","Exhibit 4.46     6 rue Adolphe Fischer L-1520 Luxembourg Luxembourg





CO-BRANDING AGREEMENT

THIS CO-BRANDING AGREEMENT (this ""Agreement""), entered into on the 22nd day of August 2005 and effective"
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,"Highlight the parts (if any) of this contract related to ""No-Solicit Of Employees"" that should be reviewed by a lawyer. Details: Is there a restriction on a party’s soliciting or hiring employees and/or contractors from the  counterparty, whether during the contract or after the contract ends (or both)?","Exhibit 4.46     6 rue Adolphe Fischer L-1520 Luxembourg Luxembourg





CO-BRANDING AGREEMENT

THIS CO-BRANDING AGREEMENT (this ""Agreement""), entered into on the 22nd day of August 2005 and effective"
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,"Highlight the parts (if any) of this contract related to ""Non-Disparagement"" that should be reviewed by a lawyer. Details: Is there a requirement on a party not to disparage the counterparty?","Exhibit 4.46     6 rue Adolphe Fischer L-1520 Luxembourg Luxembourg





CO-BRANDING AGREEMENT

THIS CO-BRANDING AGREEMENT (this ""Agreement""), entered into on the 22nd day of August 2005 and effective"
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,"Highlight the parts (if any) of this contract related to ""Termination For Convenience"" that should be reviewed by a lawyer. Details: Can a party terminate this  contract without cause (solely by giving a notice and allowing a waiting  period to expire)?","Exhibit 4.46     6 rue Adolphe Fischer L-1520 Luxembourg Luxembourg





CO-BRANDING AGREEMENT

THIS CO-BRANDING AGREEMENT (this ""Agreement""), entered into on the 22nd day of August 2005 and effective"
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,"Highlight the parts (if any) of this contract related to ""Rofr/Rofo/Rofn"" that should be reviewed by a lawyer. Details: Is there a clause granting one party a right of first refusal, right of first offer or right of first negotiation to purchase, license, market, or distribute equity interest, technology, assets, products or services?","Exhibit 4.46     6 rue Adolphe Fischer L-1520 Luxembourg Luxembourg





CO-BRANDING AGREEMENT

THIS CO-BRANDING AGREEMENT (this ""Agreement""), entered into on the 22nd day of August 2005 and effective"
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,"Highlight the parts (if any) of this contract related to ""Change Of Control"" that should be reviewed by a lawyer. Details: Does one party have the right to terminate or is consent or notice required of the counterparty if such party undergoes a change of control, such as a merger, stock sale, transfer of all or substantially all of its assets or business, or assignment by operation of law?","Exhibit 4.46     6 rue Adolphe Fischer L-1520 Luxembourg Luxembourg





CO-BRANDING AGREEMENT

THIS CO-BRANDING AGREEMENT (this ""Agreement""), entered into on the 22nd day of August 2005 and effective"
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,"Highlight the parts (if any) of this contract related to ""Anti-Assignment"" that should be reviewed by a lawyer. Details: Is consent or notice required of a party if the contract is assigned to a third party?","Exhibit 4.46     6 rue Adolphe Fischer L-1520 Luxembourg Luxembourg





CO-BRANDING AGREEMENT

THIS CO-BRANDING AGREEMENT (this ""Agreement""), entered into on the 22nd day of August 2005 and effective"
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,"Highlight the parts (if any) of this contract related to ""Revenue/Profit Sharing"" that should be reviewed by a lawyer. Details: Is one party required to share revenue or profit with the counterparty for any technology, goods, or services?","Exhibit 4.46     6 rue Adolphe Fischer L-1520 Luxembourg Luxembourg





CO-BRANDING AGREEMENT

THIS CO-BRANDING AGREEMENT (this ""Agreement""), entered into on the 22nd day of August 2005 and effective"
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,"Highlight the parts (if any) of this contract related to ""Price Restrictions"" that should be reviewed by a lawyer. Details: Is there a restriction on the  ability of a party to raise or reduce prices of technology, goods, or  services provided?","Exhibit 4.46     6 rue Adolphe Fischer L-1520 Luxembourg Luxembourg





CO-BRANDING AGREEMENT

THIS CO-BRANDING AGREEMENT (this ""Agreement""), entered into on the 22nd day of August 2005 and effective"
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,"Highlight the parts (if any) of this contract related to ""Minimum Commitment"" that should be reviewed by a lawyer. Details: Is there a minimum order size or minimum amount or units per-time period that one party must buy from the counterparty under the contract?","Exhibit 4.46     6 rue Adolphe Fischer L-1520 Luxembourg Luxembourg





CO-BRANDING AGREEMENT

THIS CO-BRANDING AGREEMENT (this ""Agreement""), entered into on the 22nd day of August 2005 and effective"
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,"Highlight the parts (if any) of this contract related to ""Volume Restriction"" that should be reviewed by a lawyer. Details: Is there a fee increase or consent requirement, etc. if one party’s use of the product/services exceeds certain threshold?","Exhibit 4.46     6 rue Adolphe Fischer L-1520 Luxembourg Luxembourg





CO-BRANDING AGREEMENT

THIS CO-BRANDING AGREEMENT (this ""Agreement""), entered into on the 22nd day of August 2005 and effective"
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,"Highlight the parts (if any) of this contract related to ""Ip Ownership Assignment"" that should be reviewed by a lawyer. Details: Does intellectual property created  by one party become the property of the counterparty, either per the terms of the contract or upon the occurrence of certain events?","Exhibit 4.46     6 rue Adolphe Fischer L-1520 Luxembourg Luxembourg





CO-BRANDING AGREEMENT

THIS CO-BRANDING AGREEMENT (this ""Agreement""), entered into on the 22nd day of August 2005 and effective"
